Rating	ID	Title	Title Slug	Contest Slug	Problem Index
1719.9451998740	1239	Maximum Length of a Concatenated String with Unique Characters	maximum-length-of-a-concatenated-string-with-unique-characters	weekly-contest-160	Q3
1718.9772466681	2017	Grid Game	grid-game	weekly-contest-260	Q2
1716.9721777000	2202	Maximize the Topmost Element After K Moves	maximize-the-topmost-element-after-k-moves	weekly-contest-284	Q3
1714.6960124182	1781	Sum of Beauty of All Substrings	sum-of-beauty-of-all-substrings	biweekly-contest-47	Q3
1713.2768268466	1372	Longest ZigZag Path in a Binary Tree	longest-zigzag-path-in-a-binary-tree	biweekly-contest-21	Q3
1712.4010133221	1042	Flower Planting With No Adjacent	flower-planting-with-no-adjacent	weekly-contest-136	Q2
1711.1205064321	1801	Number of Orders in the Backlog	number-of-orders-in-the-backlog	weekly-contest-233	Q2
1710.9105378431	923	3Sum With Multiplicity	3sum-with-multiplicity	weekly-contest-106	Q3
1710.3243520032	1567	Maximum Length of Subarray With Positive Product	maximum-length-of-subarray-with-positive-product	weekly-contest-204	Q2
1710.1120861153	759	Employee Free Time	employee-free-time	weekly-contest-66	Q3
1710.0787625377	1136	Parallel Courses	parallel-courses	biweekly-contest-5	Q4
1709.1461451873	979	Distribute Coins in Binary Tree	distribute-coins-in-binary-tree	weekly-contest-120	Q3
1709.1054732427	2140	Solving Questions With Brainpower	solving-questions-with-brainpower	weekly-contest-276	Q3
1708.9983361411	1401	Circle and Rectangle Overlapping	circle-and-rectangle-overlapping	biweekly-contest-23	Q3
1708.8735585776	901	Online Stock Span	online-stock-span	weekly-contest-101	Q2
1708.8129236790	826	Most Profit Assigning Work	most-profit-assigning-work	weekly-contest-82	Q3
1707.8992927609	816	Ambiguous Coordinates	ambiguous-coordinates	weekly-contest-80	Q3
1704.3608916410	1947	Maximum Compatibility Score Sum	maximum-compatibility-score-sum	weekly-contest-251	Q3
1702.8035923458	957	Prison Cells After N Days	prison-cells-after-n-days	weekly-contest-115	Q2
1702.4962514406	2100	Find Good Days to Rob the Bank	find-good-days-to-rob-the-bank	biweekly-contest-67	Q2
1702.4387527636	2080	Range Frequency Queries	range-frequency-queries	weekly-contest-268	Q3
1701.7584658834	1774	Closest Dessert Cost	closest-dessert-cost	weekly-contest-230	Q2
1701.5735371897	1054	Distant Barcodes	distant-barcodes	weekly-contest-138	Q4
1697.8500495479	1017	Convert to Base -2	convert-to-base-2	weekly-contest-130	Q2
1697.2356875149	1289	Minimum Falling Path Sum II	minimum-falling-path-sum-ii	biweekly-contest-15	Q4
1697.0187705319	825	Friends Of Appropriate Ages	friends-of-appropriate-ages	weekly-contest-82	Q2
1696.9920075471	1487	Making File Names Unique	making-file-names-unique	weekly-contest-194	Q2
1695.3076664977	792	Number of Matching Subsequences	number-of-matching-subsequences	weekly-contest-74	Q2
1695.2832486322	1942	The Number of the Smallest Unoccupied Chair	the-number-of-the-smallest-unoccupied-chair	biweekly-contest-57	Q2
1694.4339515030	829	Consecutive Numbers Sum	consecutive-numbers-sum	weekly-contest-83	Q3
1692.5884631801	1462	Course Schedule IV	course-schedule-iv	biweekly-contest-27	Q3
1690.9043557462	919	Complete Binary Tree Inserter	complete-binary-tree-inserter	weekly-contest-105	Q3
1690.1655236843	935	Knight Dialer	knight-dialer	weekly-contest-109	Q2
1689.7569144085	1419	Minimum Number of Frogs Croaking	minimum-number-of-frogs-croaking	weekly-contest-185	Q3
1688.9209684568	1963	Minimum Number of Swaps to Make the String Balanced	minimum-number-of-swaps-to-make-the-string-balanced	weekly-contest-253	Q3
1686.4493679523	950	Reveal Cards In Increasing Order	reveal-cards-in-increasing-order	weekly-contest-113	Q3
1685.3599641299	2074	Reverse Nodes in Even Length Groups	reverse-nodes-in-even-length-groups	weekly-contest-267	Q2
1682.8882177724	1443	Minimum Time to Collect All Apples in a Tree	minimum-time-to-collect-all-apples-in-a-tree	weekly-contest-188	Q3
1681.3263732456	767	Reorganize String	reorganize-string	weekly-contest-68	Q2
1680.8242599300	1865	Finding Pairs With a Certain Sum	finding-pairs-with-a-certain-sum	weekly-contest-241	Q3
1680.4852623991	1031	Maximum Sum of Two Non-Overlapping Subarrays	maximum-sum-of-two-non-overlapping-subarrays	weekly-contest-133	Q3
1680.1353258588	2182	Construct String With Repeat Limit	construct-string-with-repeat-limit	weekly-contest-281	Q3
1679.2607152001	1402	Reducing Dishes	reducing-dishes	biweekly-contest-23	Q4
1678.7231378948	1905	Count Sub Islands	count-sub-islands	weekly-contest-246	Q3
1678.5871762113	2115	Find All Possible Recipes from Given Supplies	find-all-possible-recipes-from-given-supplies	biweekly-contest-68	Q2
1678.3947690537	885	Spiral Matrix III	spiral-matrix-iii	weekly-contest-97	Q2
1678.1133886034	853	Car Fleet	car-fleet	weekly-contest-89	Q2
1675.9894075840	974	Subarray Sums Divisible by K	subarray-sums-divisible-by-k	weekly-contest-119	Q3
1675.9610355975	987	Vertical Order Traversal of a Binary Tree	vertical-order-traversal-of-a-binary-tree	weekly-contest-122	Q4
1675.7612347410	1870	Minimum Speed to Arrive on Time	minimum-speed-to-arrive-on-time	weekly-contest-242	Q2
1674.9985842835	1339	Maximum Product of Splitted Binary Tree	maximum-product-of-splitted-binary-tree	weekly-contest-174	Q3
1674.7986939472	1922	Count Good Numbers	count-good-numbers	weekly-contest-248	Q3
1674.5365205597	1215	Stepping Numbers	stepping-numbers	biweekly-contest-10	Q3
1672.1678031263	1438	Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit	longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit	weekly-contest-187	Q3
1671.9261598000	2033	Minimum Operations to Make a Uni-Value Grid	minimum-operations-to-make-a-uni-value-grid	weekly-contest-262	Q2
1671.4657554194	1738	Find Kth Largest XOR Coordinate Value	find-kth-largest-xor-coordinate-value	weekly-contest-225	Q3
1666.3469909790	1162	As Far from Land as Possible	as-far-from-land-as-possible	weekly-contest-150	Q3
1665.2490724700	1620	Coordinate With Maximum Network Quality	coordinate-with-maximum-network-quality	biweekly-contest-37	Q2
1664.7703749741	1121	Divide Array Into Increasing Sequences	divide-array-into-increasing-sequences	biweekly-contest-4	Q4
1663.3912882908	2063	Vowels of All Substrings	vowels-of-all-substrings	weekly-contest-266	Q2
1663.2612318917	1219	Path with Maximum Gold	path-with-maximum-gold	weekly-contest-157	Q3
1663.1853149056	863	All Nodes Distance K in Binary Tree	all-nodes-distance-k-in-binary-tree	weekly-contest-91	Q2
1662.6673692545	2170	Minimum Operations to Make the Array Alternating	minimum-operations-to-make-the-array-alternating	weekly-contest-280	Q2
1658.9210227330	2195	Append K Integers With Minimal Sum	append-k-integers-with-minimal-sum	weekly-contest-283	Q2
1658.7495899767	1254	Number of Closed Islands	number-of-closed-islands	weekly-contest-162	Q3
1658.6836278802	1169	Invalid Transactions	invalid-transactions	weekly-contest-151	Q1
1658.5967147757	1958	Check if Move is Legal	check-if-move-is-legal	biweekly-contest-58	Q2
1658.3474650806	1091	Shortest Path in Binary Matrix	shortest-path-in-binary-matrix	weekly-contest-141	Q3
1658.3305547865	1583	Count Unhappy Friends	count-unhappy-friends	weekly-contest-206	Q2
1657.1231739081	1249	Minimum Remove to Make Valid Parentheses	minimum-remove-to-make-valid-parentheses	weekly-contest-161	Q3
1656.5588918365	2222	Number of Ways to Select Buildings	number-of-ways-to-select-buildings	biweekly-contest-75	Q3
1655.6433885989	1004	Max Consecutive Ones III	max-consecutive-ones-iii	weekly-contest-126	Q3
1654.0793660142	1257	Smallest Common Region	smallest-common-region	biweekly-contest-13	Q2
1653.7337081336	1155	Number of Dice Rolls With Target Sum	number-of-dice-rolls-with-target-sum	weekly-contest-149	Q2
1653.0356626499	1509	Minimum Difference Between Largest and Smallest Value in Three Moves	minimum-difference-between-largest-and-smallest-value-in-three-moves	biweekly-contest-30	Q3
1652.5809810428	1311	Get Watched Videos by Your Friends	get-watched-videos-by-your-friends	weekly-contest-170	Q3
1651.5845871727	750	Number Of Corner Rectangles	number-of-corner-rectangles	weekly-contest-63	Q3
1649.9728054796	1367	Linked List in Binary Tree	linked-list-in-binary-tree	weekly-contest-178	Q3
1648.3417578820	870	Advantage Shuffle	advantage-shuffle	weekly-contest-93	Q3
1648.0880791614	1975	Maximum Matrix Sum	maximum-matrix-sum	biweekly-contest-59	Q2
1646.1943237127	1358	Number of Substrings Containing All Three Characters	number-of-substrings-containing-all-three-characters	biweekly-contest-20	Q3
1646.1765343383	2226	Maximum Candies Allocated to K Children	maximum-candies-allocated-to-k-children	weekly-contest-287	Q3
1643.5283095007	2196	Create Binary Tree From Descriptions	create-binary-tree-from-descriptions	weekly-contest-283	Q3
1643.1325351423	2024	Maximize the Confusion of an Exam	maximize-the-confusion-of-an-exam	biweekly-contest-62	Q3
1640.9591585343	2187	Minimum Time to Complete Trips	minimum-time-to-complete-trips	weekly-contest-282	Q3
1638.3134093066	1926	Nearest Exit from Entrance in Maze	nearest-exit-from-entrance-in-maze	biweekly-contest-56	Q2
1638.1281256708	838	Push Dominoes	push-dominoes	weekly-contest-85	Q2
1638.0148920643	990	Satisfiability of Equality Equations	satisfiability-of-equality-equations	weekly-contest-123	Q2
1637.0082208814	1558	Minimum Numbers of Function Calls to Make Target Array	minimum-numbers-of-function-calls-to-make-target-array	biweekly-contest-33	Q3
1636.6877598712	1386	Cinema Seat Allocation	cinema-seat-allocation	biweekly-contest-22	Q2
1635.6879273926	1899	Merge Triplets to Form Target Triplet	merge-triplets-to-form-target-triplet	weekly-contest-245	Q3
1633.6202302555	1466	Reorder Routes to Make All Paths Lead to the City Zero	reorder-routes-to-make-all-paths-lead-to-the-city-zero	weekly-contest-191	Q3
1633.1789521619	1053	Previous Permutation With One Swap	previous-permutation-with-one-swap	weekly-contest-138	Q3
1633.1372577433	1319	Number of Operations to Make Network Connected	number-of-operations-to-make-network-connected	weekly-contest-171	Q3
1632.0191837349	820	Short Encoding of Words	short-encoding-of-words	weekly-contest-81	Q3
1631.3381456830	1540	Can Convert String in K Moves	can-convert-string-in-k-moves	biweekly-contest-32	Q2
1629.5416832545	1680	Concatenation of Consecutive Binary Numbers	concatenation-of-consecutive-binary-numbers	weekly-contest-218	Q3
1628.5072578803	1332	Remove Palindromic Subsequences	remove-palindromic-subsequences	weekly-contest-173	Q1
1626.6740430119	1182	Shortest Distance to Target Color	shortest-distance-to-target-color	biweekly-contest-8	Q3
1626.3266982141	1366	Rank Teams by Votes	rank-teams-by-votes	weekly-contest-178	Q2
1624.9775945043	785	Is Graph Bipartite?	is-graph-bipartite	weekly-contest-72	Q2
1624.4737611923	916	Word Subsets	word-subsets	weekly-contest-104	Q3
1623.9443250479	1248	Count Number of Nice Subarrays	count-number-of-nice-subarrays	weekly-contest-161	Q2
1622.8414025136	2086	Minimum Number of Buckets Required to Collect Rainwater from Houses	minimum-number-of-buckets-required-to-collect-rainwater-from-houses	biweekly-contest-66	Q2
1618.6016480451	1503	Last Moment Before All Ants Fall Out of a Plank	last-moment-before-all-ants-fall-out-of-a-plank	weekly-contest-196	Q2
1615.4767730477	1020	Number of Enclaves	number-of-enclaves	weekly-contest-130	Q4
1614.4877804672	2145	Count the Hidden Sequences	count-the-hidden-sequences	biweekly-contest-70	Q2
1613.0429766636	1277	Count Square Submatrices with All Ones	count-square-submatrices-with-all-ones	weekly-contest-165	Q3
1611.7621820686	789	Escape The Ghosts	escape-the-ghosts	weekly-contest-73	Q2
1610.5693981590	1524	Number of Sub-arrays With Odd Sum	number-of-sub-arrays-with-odd-sum	biweekly-contest-31	Q2
1610.1866391145	1670	Design Front Middle Back Queue	design-front-middle-back-queue	biweekly-contest-40	Q3
1607.8060859500	962	Maximum Width Ramp	maximum-width-ramp	weekly-contest-116	Q2
1607.0005715974	1123	Lowest Common Ancestor of Deepest Leaves	lowest-common-ancestor-of-deepest-leaves	weekly-contest-145	Q2
1606.9895296459	1300	Sum of Mutated Array Closest to Target	sum-of-mutated-array-closest-to-target	biweekly-contest-16	Q2
1606.2185826486	1604	Alert Using Same Key-Card Three or More Times in a One Hour Period	alert-using-same-key-card-three-or-more-times-in-a-one-hour-period	biweekly-contest-36	Q2
1604.9737380545	809	Expressive Words	expressive-words	weekly-contest-78	Q2
1601.5117605320	926	Flip String to Monotone Increasing	flip-string-to-monotone-increasing	weekly-contest-107	Q2
1600.5573262373	1864	Minimum Number of Swaps to Make the Binary String Alternating	minimum-number-of-swaps-to-make-the-binary-string-alternating	weekly-contest-241	Q2
1599.2720584736	1048	Longest String Chain	longest-string-chain	weekly-contest-137	Q3
1597.1931473887	1218	Longest Arithmetic Subsequence of Given Difference	longest-arithmetic-subsequence-of-given-difference	weekly-contest-157	Q2
1597.0215918551	1247	Minimum Swaps to Make Strings Equal	minimum-swaps-to-make-strings-equal	weekly-contest-161	Q1
1594.2563236049	822	Card Flipping Game	card-flipping-game	weekly-contest-81	Q2
1593.8926580448	1577	Number of Ways Where Square of Number Is Equal to Product of Two Numbers	number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers	weekly-contest-205	Q2
1591.5492530876	930	Binary Subarrays With Sum	binary-subarrays-with-sum	weekly-contest-108	Q2
1591.4725328821	1286	Iterator for Combination	iterator-for-combination	biweekly-contest-15	Q3
1590.5791055102	969	Pancake Sorting	pancake-sorting	weekly-contest-118	Q2
1590.5477136630	1573	Number of Ways to Split a String	number-of-ways-to-split-a-string	biweekly-contest-34	Q2
1590.2690308330	1664	Ways to Make a Fair Array	ways-to-make-a-fair-array	weekly-contest-216	Q3
1590.0883962313	893	Groups of Special-Equivalent Strings	groups-of-special-equivalent-strings	weekly-contest-99	Q2
1590.0463215721	877	Stone Game	stone-game	weekly-contest-95	Q2
1588.9690763997	1813	Sentence Similarity III	sentence-similarity-iii	biweekly-contest-49	Q2
1588.3835994255	1764	Form Array by Concatenating Subarrays of Another Array	form-array-by-concatenating-subarrays-of-another-array	biweekly-contest-46	Q2
1585.5793143983	1029	Two City Scheduling	two-city-scheduling	weekly-contest-133	Q2
1581.4963716166	2211	Count Collisions on a Road	count-collisions-on-a-road	weekly-contest-285	Q2
1580.3620959714	1839	Longest Substring Of All Vowels in Order	longest-substring-of-all-vowels-in-order	weekly-contest-238	Q3
1579.2309881035	1743	Restore the Array From Adjacent Pairs	restore-the-array-from-adjacent-pairs	weekly-contest-226	Q2
1578.8503818621	1034	Coloring A Border	coloring-a-border	weekly-contest-134	Q2
1575.6324598387	1415	The k-th Lexicographical String of All Happy Strings of Length n	the-k-th-lexicographical-string-of-all-happy-strings-of-length-n	biweekly-contest-24	Q3
1574.7542247682	981	Time Based Key-Value Store	time-based-key-value-store	weekly-contest-121	Q2
1574.0392121288	1578	Minimum Deletion Cost to Avoid Repeating Letters	minimum-deletion-cost-to-avoid-repeating-letters	weekly-contest-205	Q3
1573.8248079460	1423	Maximum Points You Can Obtain from Cards	maximum-points-you-can-obtain-from-cards	weekly-contest-186	Q2
1573.4042963622	1268	Search Suggestions System	search-suggestions-system	weekly-contest-164	Q3
1573.2701790739	931	Minimum Falling Path Sum	minimum-falling-path-sum	weekly-contest-108	Q3
1571.1721048101	779	K-th Symbol in Grammar	k-th-symbol-in-grammar	weekly-contest-70	Q1
1570.8347522104	1019	Next Greater Node In Linked List	next-greater-node-in-linked-list	weekly-contest-130	Q3
1569.7528744586	1109	Corporate Flight Bookings	corporate-flight-bookings	weekly-contest-144	Q2
1567.6884942977	2044	Count Number of Maximum Bitwise-OR Subsets	count-number-of-maximum-bitwise-or-subsets	weekly-contest-263	Q3
1566.2526716951	769	Max Chunks To Make Sorted	max-chunks-to-make-sorted	weekly-contest-68	Q3
1565.2483424929	846	Hand of Straights	hand-of-straights	weekly-contest-87	Q3
1563.9451046163	800	Similar RGB Color	similar-rgb-color	weekly-contest-76	Q1
1562.9802666517	1008	Construct Binary Search Tree from Preorder Traversal	construct-binary-search-tree-from-preorder-traversal	weekly-contest-127	Q4
1562.9186033202	1452	People Whose List of Favorite Companies Is Not a Subset of Another List	people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list	weekly-contest-189	Q3
1562.7212466716	856	Score of Parentheses	score-of-parentheses	weekly-contest-90	Q2
1561.2655635205	1256	Encode Number	encode-number	biweekly-contest-13	Q1
1561.0553908973	1376	Time Needed to Inform All Employees	time-needed-to-inform-all-employees	weekly-contest-179	Q3
1558.7188539503	1144	Decrease Elements To Make Array Zigzag	decrease-elements-to-make-array-zigzag	weekly-contest-148	Q1
1558.6880035344	1181	Before and After Puzzle	before-and-after-puzzle	biweekly-contest-8	Q2
1558.4971807039	1101	The Earliest Moment When Everyone Become Friends	the-earliest-moment-when-everyone-become-friends	biweekly-contest-3	Q3
1558.1421869292	1244	Design A Leaderboard	design-a-leaderboard	biweekly-contest-12	Q2
1557.0170555820	2007	Find Original Array From Doubled Array	find-original-array-from-doubled-array	biweekly-contest-61	Q2
1556.8824239708	2131	Longest Palindrome by Concatenating Two Letter Words	longest-palindrome-by-concatenating-two-letter-words	biweekly-contest-69	Q3
1550.4297615307	2207	Maximize Number of Subsequences in a String	maximize-number-of-subsequences-in-a-string	biweekly-contest-74	Q2
1550.0978082682	2208	Minimum Operations to Halve Array Sum	minimum-operations-to-halve-array-sum	biweekly-contest-74	Q3
1548.4678056182	1329	Sort the Matrix Diagonally	sort-the-matrix-diagonally	biweekly-contest-18	Q3
1548.0854419238	1599	Maximum Profit of Operating a Centennial Wheel	maximum-profit-of-operating-a-centennial-wheel	weekly-contest-208	Q2
1547.5714796512	954	Array of Doubled Pairs	array-of-doubled-pairs	weekly-contest-114	Q2
1547.0385279086	758	Bold Words in String	bold-words-in-string	weekly-contest-66	Q2
1544.8391626032	1104	Path In Zigzag Labelled Binary Tree	path-in-zigzag-labelled-binary-tree	weekly-contest-143	Q2
1544.8261365027	1233	Remove Sub-Folders from the Filesystem	remove-sub-folders-from-the-filesystem	weekly-contest-159	Q2
1544.6371526659	794	Valid Tic-Tac-Toe State	valid-tic-tac-toe-state	weekly-contest-74	Q1
1542.5630367445	812	Largest Triangle Area	largest-triangle-area	weekly-contest-79	Q1
1541.7840320661	1283	Find the Smallest Divisor Given a Threshold	find-the-smallest-divisor-given-a-threshold	weekly-contest-166	Q3
1541.6944600975	986	Interval List Intersections	interval-list-intersections	weekly-contest-122	Q3
1541.6176288991	1749	Maximum Absolute Sum of Any Subarray	maximum-absolute-sum-of-any-subarray	biweekly-contest-45	Q2
1541.5405749918	1209	Remove All Adjacent Duplicates in String II	remove-all-adjacent-duplicates-in-string-ii	weekly-contest-156	Q3
1541.3484385090	1007	Minimum Domino Rotations For Equal Row	minimum-domino-rotations-for-equal-row	weekly-contest-127	Q3
1541.2260256298	1229	Meeting Scheduler	meeting-scheduler	biweekly-contest-11	Q2
1540.5750839091	1382	Balance a Binary Search Tree	balance-a-binary-search-tree	weekly-contest-180	Q3
1539.2250193318	1992	Find All Groups of Farmland	find-all-groups-of-farmland	biweekly-contest-60	Q2
1538.2331497040	2178	Maximum Split of Positive Even Integers	maximum-split-of-positive-even-integers	biweekly-contest-72	Q3
1537.1387686755	1023	Camelcase Matching	camelcase-matching	weekly-contest-131	Q3
1536.7018543075	1861	Rotating the Box	rotating-the-box	biweekly-contest-52	Q3
1534.3250051510	865	Smallest Subtree with all the Deepest Nodes	smallest-subtree-with-all-the-deepest-nodes	weekly-contest-92	Q2
1534.0648719302	1797	Design Authentication Manager	design-authentication-manager	biweekly-contest-48	Q2
1533.9285875234	1362	Closest Divisors	closest-divisors	weekly-contest-177	Q3
1533.3376144199	1930	Unique Length-3 Palindromic Subsequences	unique-length-3-palindromic-subsequences	weekly-contest-249	Q2
1532.2539947529	900	RLE Iterator	rle-iterator	weekly-contest-101	Q1
1530.4954397880	1400	Construct K Palindrome Strings	construct-k-palindrome-strings	biweekly-contest-23	Q2
1530.4652027753	1657	Determine if Two Strings Are Close	determine-if-two-strings-are-close	weekly-contest-215	Q2
1530.0343519239	1726	Tuple with Same Product	tuple-with-same-product	weekly-contest-224	Q2
1529.7617243868	881	Boats to Save People	boats-to-save-people	weekly-contest-96	Q2
1528.7183829005	1695	Maximum Erasure Value	maximum-erasure-value	weekly-contest-220	Q2
1527.6868660176	1921	Eliminate Maximum Number of Monsters	eliminate-maximum-number-of-monsters	weekly-contest-248	Q2
1525.2146106195	2201	Count Artifacts That Can Be Extracted	count-artifacts-that-can-be-extracted	weekly-contest-284	Q2
1524.8218282113	1272	Remove Interval	remove-interval	biweekly-contest-14	Q2
1524.5693481538	1442	Count Triplets That Can Form Two Arrays of Equal XOR	count-triplets-that-can-form-two-arrays-of-equal-xor	weekly-contest-188	Q2
1524.3227469000	1640	Check Array Formation Through Concatenation	check-array-formation-through-concatenation	weekly-contest-213	Q1
1523.4113866454	1829	Maximum XOR for Each Query	maximum-xor-for-each-query	biweekly-contest-50	Q3
1521.9977490324	1615	Maximal Network Rank	maximal-network-rank	weekly-contest-210	Q2
1521.7133617698	1763	Longest Nice Substring	longest-nice-substring	biweekly-contest-46	Q1
1521.1768537583	1041	Robot Bounded In Circle	robot-bounded-in-circle	weekly-contest-136	Q1
1519.1715594347	1641	Count Sorted Vowel Strings	count-sorted-vowel-strings	weekly-contest-213	Q2
1516.8229485853	775	Global and Local Inversions	global-and-local-inversions	weekly-contest-69	Q2
1516.4104902196	904	Fruit Into Baskets	fruit-into-baskets	weekly-contest-102	Q2
1514.8181710611	1855	Maximum Distance Between a Pair of Values	maximum-distance-between-a-pair-of-values	weekly-contest-240	Q2
1512.3323577063	1557	Minimum Number of Vertices to Reach All Nodes	minimum-number-of-vertices-to-reach-all-nodes	biweekly-contest-33	Q2
1511.3725353467	1110	Delete Nodes And Return Forest	delete-nodes-and-return-forest	weekly-contest-144	Q3
1509.5562928491	2216	Minimum Deletions to Make Array Beautiful	minimum-deletions-to-make-array-beautiful	weekly-contest-286	Q2
1509.5432131875	1647	Minimum Deletions to Make Character Frequencies Unique	minimum-deletions-to-make-character-frequencies-unique	weekly-contest-214	Q2
1508.1169489285	1151	Minimum Swaps to Group All 1's Together	minimum-swaps-to-group-all-1s-together	biweekly-contest-6	Q2
1508.0997658270	1496	Path Crossing	path-crossing	weekly-contest-195	Q1
1507.8701119064	892	Surface Area of 3D Shapes	surface-area-of-3d-shapes	weekly-contest-99	Q1
1507.1617507911	2105	Watering Plants II	watering-plants-ii	weekly-contest-271	Q3
1506.8958220609	1387	Sort Integers by The Power Value	sort-integers-by-the-power-value	biweekly-contest-22	Q3
1505.8669082864	1253	Reconstruct a 2-Row Binary Matrix	reconstruct-a-2-row-binary-matrix	weekly-contest-162	Q2
1505.8249995300	1780	Check if Number is a Sum of Powers of Three	check-if-number-is-a-sum-of-powers-of-three	biweekly-contest-47	Q2
1504.8237159326	869	Reordered Power of 2	reordered-power-of-2	weekly-contest-93	Q2
1504.2133321504	2104	Sum of Subarray Ranges	sum-of-subarray-ranges	weekly-contest-271	Q2
1504.0178888667	1461	Check If a String Contains All Binary Codes of Size K	check-if-a-string-contains-all-binary-codes-of-size-k	biweekly-contest-27	Q2
1501.6846714598	1750	Minimum Length of String After Deleting Similar Ends	minimum-length-of-string-after-deleting-similar-ends	biweekly-contest-45	Q3
1501.1152614679	1090	Largest Values From Labels	largest-values-from-labels	weekly-contest-141	Q2
1500.8381829812	915	Partition Array into Disjoint Intervals	partition-array-into-disjoint-intervals	weekly-contest-104	Q2
1499.7136257352	1525	Number of Good Ways to Split a String	number-of-good-ways-to-split-a-string	biweekly-contest-31	Q3
1499.3290269267	1968	Array With Elements Not Equal to Average of Neighbors	array-with-elements-not-equal-to-average-of-neighbors	weekly-contest-254	Q2
1498.1542511841	1904	The Number of Full Rounds You Have Played	the-number-of-full-rounds-you-have-played	weekly-contest-246	Q2
1497.8880991093	998	Maximum Binary Tree II	maximum-binary-tree-ii	weekly-contest-125	Q3
1496.9128643588	1208	Get Equal Substrings Within Budget	get-equal-substrings-within-budget	weekly-contest-156	Q2
1496.1462748679	2191	Sort the Jumbled Numbers	sort-the-jumbled-numbers	biweekly-contest-73	Q2
1495.7157408280	1685	Sum of Absolute Differences in a Sorted Array	sum-of-absolute-differences-in-a-sorted-array	biweekly-contest-41	Q2
1495.3186477678	949	Largest Time for Given Digits	largest-time-for-given-digits	weekly-contest-113	Q1
1491.4638194905	1806	Minimum Number of Operations to Reinitialize a Permutation	minimum-number-of-operations-to-reinitialize-a-permutation	weekly-contest-234	Q2
1490.8990184504	1759	Count Number of Homogenous Substrings	count-number-of-homogenous-substrings	weekly-contest-228	Q2
1490.2370387981	1296	Divide Array in Sets of K Consecutive Numbers	divide-array-in-sets-of-k-consecutive-numbers	weekly-contest-168	Q2
1489.0102202162	1175	Prime Arrangements	prime-arrangements	weekly-contest-152	Q1
1487.5826663483	1753	Maximum Score From Removing Stones	maximum-score-from-removing-stones	weekly-contest-227	Q2
1486.7649334310	1637	Widest Vertical Area Between Two Points Containing No Points	widest-vertical-area-between-two-points-containing-no-points	biweekly-contest-38	Q2
1486.4687014051	1566	Detect Pattern of Length M Repeated K or More Times	detect-pattern-of-length-m-repeated-k-or-more-times	weekly-contest-204	Q1
1485.6550472186	1190	Reverse Substrings Between Each Pair of Parentheses	reverse-substrings-between-each-pair-of-parentheses	weekly-contest-154	Q2
1485.1354012690	1418	Display Table of Food Orders in a Restaurant	display-table-of-food-orders-in-a-restaurant	weekly-contest-185	Q2
1483.8137189709	1314	Matrix Block Sum	matrix-block-sum	biweekly-contest-17	Q2
1481.9608077860	1807	Evaluate the Bracket Pairs of a String	evaluate-the-bracket-pairs-of-a-string	weekly-contest-234	Q3
1481.5701319876	1167	Minimum Cost to Connect Sticks	minimum-cost-to-connect-sticks	biweekly-contest-7	Q3
1480.1116248664	1087	Brace Expansion	brace-expansion	biweekly-contest-2	Q3
1479.4837595809	1545	Find Kth Bit in Nth Binary String	find-kth-bit-in-nth-binary-string	weekly-contest-201	Q2
1479.0110934646	1166	Design File System	design-file-system	biweekly-contest-7	Q2
1478.3848028264	1390	Four Divisors	four-divisors	weekly-contest-181	Q2
1477.4844514104	951	Flip Equivalent Binary Trees	flip-equivalent-binary-trees	weekly-contest-113	Q2
1474.0150725665	984	String Without AAA or BBB	string-without-aaa-or-bbb	weekly-contest-121	Q1
1473.8649930450	1328	Break a Palindrome	break-a-palindrome	biweekly-contest-18	Q2
1473.7057465272	1352	Product of the Last K Numbers	product-of-the-last-k-numbers	weekly-contest-176	Q2
1473.2523136772	897	Increasing Order Search Tree	increasing-order-search-tree	weekly-contest-100	Q2
1471.8964024887	2047	Number of Valid Words in a Sentence	number-of-valid-words-in-a-sentence	weekly-contest-264	Q1
1471.6221713607	1093	Statistics from a Large Sample	statistics-from-a-large-sample	weekly-contest-142	Q1
1467.9366439696	2012	Sum of Beauty in the Array	sum-of-beauty-in-the-array	weekly-contest-259	Q2
1467.7383709213	2038	Remove Colored Pieces if Both Neighbors are the Same Color	remove-colored-pieces-if-both-neighbors-are-the-same-color	biweekly-contest-63	Q2
1465.7023558248	1414	Find the Minimum Number of Fibonacci Numbers Whose Sum Is K	find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k	biweekly-contest-24	Q2
1464.6895034875	1361	Validate Binary Tree Nodes	validate-binary-tree-nodes	weekly-contest-177	Q2
1464.5254961488	1396	Design Underground System	design-underground-system	weekly-contest-182	Q3
1462.4423844498	1022	Sum of Root To Leaf Binary Numbers	sum-of-root-to-leaf-binary-numbers	weekly-contest-131	Q2
1461.9157715206	946	Validate Stack Sequences	validate-stack-sequences	weekly-contest-112	Q2
1461.2892510067	1909	Remove One Element to Make the Array Strictly Increasing	remove-one-element-to-make-the-array-strictly-increasing	biweekly-contest-55	Q1
1460.9610936441	833	Find And Replace in String	find-and-replace-in-string	weekly-contest-84	Q2
